food ID,food,Caloric Value,Fat,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium
973,soymilk nonfat,68,0.046,10.1,8.9,6,0.5,0,0.1
974,soy flour,23,1.1,1.8,0.4,1.8,0.5,0,0.023
975,soybean lecithin oil,104,13.6,0,0,0,0,0,0
976,tofu raw,188,11.9,4.7,0,20,0.7,0,0.06
977,soy chips,109,2.1,15,0.5,7.5,1,0,0.2
978,green soybean raw,376,17.4,28.3,0,33.2,10.8,0,0.017
979,soy proteins concentrate,93,0.1,7.2,0,18,1.6,0,0.3
980,soybean margarine,34,3.8,0.043,0,0.052,0,0,0.005
981,chocolate soymilk nonfat,107,0.046,20.7,8.9,6,0.5,0,0.1
982,okara,93,2.1,15.3,0,3.9,0,0,0.07
983,meatless meatballs,284,13,11.5,1.8,30.2,6.6,0,0.8
984,vanilla soymilk,131,4.3,15.3,9.7,7.9,1.5,0,0.1
985,soy meal raw,414,2.9,49,0,54.8,0,0,0.017
986,soymilk low fat,104,1.5,17.5,8.5,4,1.9,0,0.04
987,sprouted soybean raw,85,4.7,6.7,0,9.2,0.8,0,0.005
988,soybean raw,830,37.1,56.1,13.6,67.9,17.3,0,0.023
989,tempeh cooked,55,3.2,2.6,0,5.1,0,0,0.084
990,vanilla soymilk light,83,2.1,9.4,1,6.4,1.5,0,0.2
991,chocolate soymilk,153,3.7,24.2,19.1,5.5,1,0,0.1
992,soy oil,120,13.6,0,0,0,0,0,0
993,natto,169,8.8,11.5,3.9,14.2,4.3,0,0.026
994,chrysanthemum raw,12,0.3,1.5,0,1.7,1.5,0,0.012
995,gourd cooked,100,0.6,25.5,9.2,1.2,5.2,0,0.065
996,cauliflower raw,3,0.081,0.6,0.2,0.2,0.3,0,0.042
997,red cabbage raw,53,0.3,12.5,6.5,2.4,3.6,0,0.079
998,broccoli raab raw,9,0.2,1.1,0.2,1.3,1.1,0,0.04
999,napa cabbage cooked,13,0.2,2.4,0,1.2,0,0,0.012
1000,kelp,2,0.067,0.5,0.069,0.07,0.018,0,0.019
1001,shallots raw,18,0.061,4.2,2,0.6,0.8,0,0.044
1002,bamboo shoots raw,49,0.5,9.4,5.4,4.7,4,0,0.067
1003,jute cooked,32,0.2,6.3,0.9,3.2,1.7,0,0.043
1004,red lettuce,4,0.08,0.6,0.1,0.4,0.3,0,0.057
1005,broccoli cooked,98,1.1,20.1,3.9,6.7,9.2,0,0.1
1006,romanesco raw,20,0.2,3.9,1.9,1.9,2,0,0.025
1007,eggplant raw,115,0.8,26.9,16.2,4.5,13.7,0,0.028
1008,leeks raw,54,0.3,12.6,3.5,1.3,1.6,0,0.003
1009,lemongrass citronella,5,0.076,1.2,0,0.038,0,0,0.024
1010,pumpkin cooked,49,0.2,12,5.1,1.8,2.7,0,0.006
1011,celery cooked,7,0.098,1.5,0.9,0.3,0.6,0,0.093
1012,serrano pepper,2,0.075,0.4,0.2,0.1,0.2,0,0.067
1013,nopales raw,14,0.063,2.9,1,1.1,1.9,0,0.076
1014,sweet potato leaves cooked,22,0.2,4.7,3.5,1.4,1.2,0,0.2
1015,eggplant cooked,33,0.2,8.1,3.2,0.8,2.5,0,0.2
1016,asparagus cooked,3,0.074,0.6,0.2,0.4,0.3,0,0
1017,rutabaga cooked,72,0.4,16.4,9.5,2.2,4.3,0,0.049
1018,parsnips raw,128,0.5,30.6,8.2,2,8.3,0,0.068
1019,sour pickles,17,0.3,3.5,1.6,0.5,1.9,0,1.9
1020,turnip greens cooked,29,0.3,6.3,0.8,1.6,5,0,0.4
1021,jerusalem artichokes,110,0.047,26.2,14.4,3,2.4,0,0.011
1022,collard raw,12,0.2,2,0.2,1.1,1.4,0,0.014
1023,chrysanthemum cooked,20,0.036,4.3,2,1.6,2.3,0,0.042
1024,oriental radish dried,314,0.8,73.5,43.3,9.2,27.7,0,0.3
1025,tomatillos,42,1.3,7.7,5.2,1.3,2.5,0,0.019
1026,taro shoots raw,9,0.069,2,0,0.8,0,0,0.056
1027,acorn squash raw,172,0.4,44.9,0,3.4,6.5,0,0.017
1028,leeks dried,10,0.026,2.4,0,0.5,0.3,0,0.077
1029,cabbage raw,70,0.3,16.2,9,3.6,7,0,0.006
1030,sweet red peppers cooked,19,0.1,4.5,3.2,0.7,0.9,0,0.2
1031,sweet red peppers raw,46,0.4,9,6.3,1.5,3.1,0,0.092
1032,cucumber peeled,16,0.2,2.9,1.8,0.8,0.9,0,0.098
1033,purslane raw,9,0.2,1.5,0,0.9,0,0,0.066
1034,peas onions cooked,81,0.4,15.5,6.8,4.6,4,0,0.5
1035,tomato cooked,22,0.1,4.9,3.1,1.2,0.9,0,0.029
1036,taro shoots cooked,20,0.1,4.5,0,1,0,0,0.3
1037,scots kale raw,28,0.4,5.6,0,1.9,1.1,0,0.059
1038,artichoke raw,60,0.2,13.5,1.3,4.2,6.9,0,0.1
1039,navy bean sprouts raw,70,0.7,13.6,0,6.4,0,0,0.063
1040,sweet pickles,146,0.7,33.8,29.2,0.9,1.6,0,0.7
1041,oriental radish cooked,25,0.4,5,2.7,1,2.4,0,0.4
1042,sweet potato leaves raw,15,0.2,3.1,0,0.9,1.9,0,0.073
1043,irishmoss,2,0.049,0.6,0.098,0.037,0.082,0,0.084
1044,drumstick leaves cooked,25,0.4,4.7,0.4,2.2,0.8,0,0.1
1045,winter squash raw,39,0.2,10,2.6,1.1,1.7,0,0.027
1046,pumpkin raw,30,0.1,7.5,3.2,1.2,0.6,0,0.062
1047,chicory greens,7,0.096,1.4,0.2,0.5,1.2,0,0.017
1048,spinach cooked,41,0.5,6.8,0.8,5.3,4.3,0,0.1
1049,radish pickled,42,0.5,7.8,3,1.7,3.3,0,1.2
1050,sweet onion,106,0.3,25,16.6,2.6,3,0,0.063
1051,salsify cooked,92,0.2,20.7,3.9,3.7,4.2,0,0.028
1052,radish seeds sprouted,16,1,1.4,0,1.4,0,0,0.067
1053,turnips raw,51,0.2,11.8,7,1.6,3.3,0,0.1
1054,burdock root raw,85,0.2,20.5,3.4,1.8,3.9,0,0.008
1055,red cabbage cooked,49,0.2,11.8,5.6,2.6,4.4,0,0.047
1056,jute raw,10,0.046,1.6,0,1.3,0,0,0.042
1057,hot chile pepper dried,2,0.054,0.3,0.2,0.054,0.1,0,0.041
1058,salsify raw,109,0.3,24.7,0,4.4,4.4,0,0.093
1059,crookneck squash raw,24,0.3,4.9,4.5,1.3,1.3,0,0.047
1060,indian squash cooked,38,0.4,7.6,4.7,0.7,3.5,0,0
1061,poi,269,0.3,65.4,0.9,0.9,1,0,0.091
1062,sesbania flower cooked,22,0.007,5.3,0,1.2,0,0,0.3
1063,acorn squash cooked,115,0.3,29.9,0,2.3,9,0,0.5
1064,cauliflower cooked,29,0.6,5.1,2.6,2.3,2.9,0,0.094
1065,crookneck squash cooked,34,0.7,6.8,4.5,1.9,2,0,0.4
1066,laver seaweed,1,0.012,0.1,0.071,0.2,0.09,0,0.075
1067,mountain yam cooked,119,0.1,29,0,2.5,0,0,0.4
1068,pumpkin flowers raw,5,0.084,1.1,0,0.3,0,0,0.066
1069,mustard greens raw,15,0.2,2.6,0.7,1.6,1.8,0,0.004
1070,arrowhead,12,0.084,2.4,0,0.6,0,0,0.082
1071,japanese cabbage,45,0.2,8.5,2,2.4,4.7,0,0.4
1072,mung bean sprouts cooked,24,0.1,4.5,3.5,2.5,1,0,0.3
1073,scallop squash cooked,29,0.3,5.9,2.7,1.9,3.4,0,0.4
1074,pumpkin leaves cooked,15,0.2,2.4,0.5,1.9,1.9,0,0.2
1075,hungarian pepper,8,0.1,1.8,1,0.2,0.3,0,0.028
1076,sweet potato baked,103,0.2,23.6,7.4,2.3,3.8,0,0.07
1077,chinese cabbage pe tsai raw,12,0.2,2.5,1.1,0.9,0.9,0,0.049
1078,taro raw,116,0.2,27.5,0.4,1.6,4.3,0,0.054
1079,yam bean jicama,49,0.1,11.5,2.3,0.9,6.4,0,0.047
1080,olives,10,0.9,0.5,0,0.09,0.1,0,0.001
1081,mustard greens cooked,36,0.7,6.3,2,3.6,2.8,0,0.4
1082,pumpkin flowers cooked,20,0.1,4.4,3.2,1.5,1.2,0,0.082
1083,tree fern cooked,57,0.096,15.3,0,0.4,5.3,0,0.3
1084,yellow corn raw,606,7.9,123.3,1.1,15.6,12.1,0,0.06
1085,endive,9,0.1,1.7,0.1,0.6,1.6,0,0.08
1086,wakame,36,0.5,7.3,0.5,2.4,0.4,0,0.7
1087,tahitian taro raw,55,1.2,8.6,0,3.5,0,0,0.003
1088,broccoli raw,31,0.3,6,1.5,2.6,2.4,0,0.049
1089,sweet green peppers raw,30,0.3,6.9,3.6,1.3,2.5,0,0.023
1090,chinese cabbage pak choi cooked,20,0.3,3,1.4,2.7,1.7,0,0.5
1091,agar,1,0.058,0.3,0.005,0.053,0.027,0,0.049
1092,watercress,4,0.006,0.4,0.099,0.8,0.2,0,0.038
1093,beet greens cooked,39,0.3,7.9,0.9,3.7,4.2,0,0.3
1094,winter squash cooked,76,0.7,18.1,6.8,1.8,5.7,0,0.068
1095,new zealand spinach raw,8,0.1,1.4,0.2,0.8,0.8,0,0.017
1096,okra,4,0.082,0.9,0.2,0.2,0.4,0,0.098
1097,yautia tannier,132,0.5,31.9,0,2,2,0,0.031
1098,mustard spinach cooked,29,0.4,5,0,3.1,3.6,0,0.5
1099,rhubarb cooked,278,0.1,74.9,68.9,0.9,4.8,0,0.007
1100,beets raw,58,0.2,13,9.2,2.2,3.8,0,0.1
1101,drumstick pods raw,37,0.2,8.5,0,2.1,3.2,0,0.077
1102,baby zucchini,2,0.089,0.3,0,0.3,0.1,0,0.041
1103,onion raw,16,0.048,3.7,1.7,0.4,0.7,0,0.065
1104,romanesco cooked,39,0.4,7.7,0,3.7,4,0,0.3
1105,butternut squash raw,90,0.2,23.4,4.4,2,4,0,0.067
1106,amaranth leaves,6,0.075,1.1,0,0.7,0,0,0.071
1107,turnip greens raw,18,0.2,3.9,0.4,0.8,1.8,0,0.012
1108,spaghetti squash raw,31,0.6,7,2.8,0.6,1.5,0,0.081
1109,seaweed dry,52,0.3,9.2,0,3.1,7.3,6.6,0.9
1110,yam cooked,158,0.2,37.4,0.7,2,5.3,0,0.017
1111,corn dried,119,3,18.8,6,4.1,5.8,0,0.029
1112,cucumber,23,0.2,5.4,2.5,1,0.8,0,0.061
1113,arrowroot,78,0.2,16.1,0,5.1,1.6,0,0.052
1114,cardoon raw,30,0.2,7.2,0,1.2,2.8,0,0.3
1115,bamboo shoots cooked,14,0.3,2.3,0,1.8,1.2,0,0.04
1116,summer squash raw,42,0.5,8.7,5.7,3.1,2.9,0,0.051
1117,sweet potato raw,112,0.002,26.2,5.4,2,3.9,0,0.079
1118,green tomato,42,0.4,9.3,7.3,2.2,2,0,0.055
1119,beet greens raw,8,0.078,1.6,0.2,0.8,1.4,0,0.013
1120,savoy cabbage cooked,41,0.2,9.2,0,3.1,4.8,0,0.05
1121,witloof chicory,9,0.031,2.1,0,0.5,1.6,0,0.022
1122,turnips cooked,34,0.1,7.9,4.7,1.1,3.1,0,0.017
1123,dried tomatoes,5,0.053,1.1,0.8,0.3,0.2,0,0.069
1124,radicchio,15,0.2,2.9,0.4,0.9,0.6,0,0.033
1125,mixed vegetables cooked,118,0.3,23.8,5.7,5.2,8,0,0.089
1126,yellow tomato,32,0.6,6.3,0,2.1,1.5,0,0.088
1127,cardoon cooked,26,0.1,6.4,0,0.9,2,0,0.2
1128,spinach raw,7,0.1,1.1,0.1,0.9,0.7,0,0.036
1129,kale raw,7,0.3,0.9,0.2,0.6,0.9,0,0.045
1130,drumstick pods cooked,42,0.2,9.7,0,2.5,5,0,0.3
1131,kohlrabi raw,72,0.3,16.4,6.9,4.5,9.5,0,0.063
1132,lentil sprouts,82,0.4,17,0,6.9,0,0,0.044
1133,carrots raw,25,0.1,5.8,2.9,0.6,1.7,0,0.024
1134,red chili peppers,18,0.2,4,2.4,0.8,0.7,0,0.03
1135,fennel,73,0.5,17.1,0,2.9,7.3,0,0.1
1136,sweet corn white,63,0.9,13.9,2.4,2.4,2,0,0.016
1137,celeriac raw,66,0.5,14.4,2.5,2.3,2.8,0,0.2
1138,hubbard squash raw,46,0.6,10.1,4.6,2.3,4.5,0,0.094
1139,brussels sprouts cooked,8,0.1,1.5,0.4,0.5,0.5,0,0.051
1140,carrots cooked,16,0.092,3.8,1.6,0.3,1.4,0,0.025
1141,lambs quarters raw,0,0.067,0.069,0,0.08,0.046,0,0.033
1142,lotus root cooked,6,0.056,1.4,0,0.1,0.3,0,0
1143,split peas raw,672,2.3,118.9,15.8,48.4,50.2,0,0.075
1144,scots kale cooked,36,0.5,7.3,0,2.5,0,0,0.4
1145,corn cooked,99,1.5,21.6,4.7,3.5,2.5,0,0.039
1146,radish raw,1,0.026,0.2,0.066,0.042,0.002,0,0.033
1147,stinging nettles,37,0.007,6.7,0.2,2.4,6.1,0,0.09
1148,baby carrots,5,0.053,1.2,0.7,0.031,0.4,0,0.097
1149,sweet yellow peppers,50,0.4,11.8,0,1.9,1.7,0,0.017
1150,taro leaves raw,12,0.2,1.9,0.8,1.4,1,0,0.083
1151,corn raw,123,1.9,26.7,9,4.7,2.9,0,0.083
1152,roselle,28,0.4,6.4,0,0.5,0,0,0.079
1153,drumstick leaves raw,13,0.3,1.7,0,2,0.4,0,0.071
1154,scallop squash raw,23,0.3,5,3.1,1.6,1.6,0,0.075
1155,chicory roots,65,0.2,15.8,7.9,1.3,1.4,0,0.055
1156,brussels sprouts raw,8,0.077,1.7,0.4,0.6,0.7,0,0.049
1157,kale cooked,42,1.4,6.3,1.4,3.5,4.7,0,0.018
1158,pupusas con frijoles,289,11.4,39.7,1.6,7,7.3,0,0.4
1159,mustard cabbage,36,0.1,7.2,1.8,1.4,4,0,0.9
1160,gourd raw,19,0.2,4.1,1.9,1.1,1,0,0.03
1161,butternut squash cooked,80,0.2,21,3.9,1.8,6.4,0,0.002
1162,burdock root cooked,146,0.2,35.1,5.9,3.5,3,0,0.4
1163,cassava,330,0.6,78.4,3.5,2.8,3.7,0,0.099
1164,peas carrots cooked,77,0.7,16.2,7,4.9,5,0,0.5
1165,romaine lettuce,8,0.1,1.5,0.6,0.6,1,0,0.083
1166,yam raw,177,0.3,41.8,0.8,2.3,6.2,0,0.017
1167,chowchow pickles,296,2.2,65.3,58.5,3.7,3.7,0,1.3
1168,prairie turnips raw,20,0.029,4.5,0.1,0.3,1,0,0.059
1169,savoy cabbage raw,19,0.017,4.3,1.6,1.4,2.2,0,0.007
1170,celery raw,6,0.045,1.2,0.5,0.3,0.6,0,0.019
1171,celeriac cooked,42,0.3,9.1,0,1.5,0,0,0.084
1172,mustard spinach raw,33,0.5,5.9,0,3.3,4.2,0,0.025
1173,zucchini raw,44,0.8,8.1,6.5,3.1,2.6,0,0.023
1174,okra cooked,35,0.3,7.2,3.8,3,4,0,0.4
1175,white icicle radish,14,0.1,2.6,0,1.1,1.4,0,0.049
1176,orange tomato,18,0.2,3.5,0,1.3,1,0,0.001
1177,pumpkin leaves raw,7,0.2,0.9,0,1.2,0,0,0.057
1178,spaghetti squash cooked,42,0.4,10,3.9,1,2.2,0,0.4
1179,white corn cooked,100,1.5,22.4,8,3.4,2.8,0,0.082
1180,artichoke cooked,64,0.4,14.3,1.2,3.5,10.3,0,0.087
1181,avocado,432,39.6,23,1.8,5.4,18.1,0,0.045
1182,string beans wellsley farms,8,0,1.7,0.3,0.3,0.087,1,0
1183,lambs quarters cooked,58,1.3,9,1.1,5.8,3.8,0,0.5
1184,peas cooked,134,0.4,25,9.5,8.6,8.8,0,0.074
1185,beets cooked,22,0.085,5,4,0.8,1,0,0.035
1186,shallots dried,3,0.013,0.7,0.3,0.1,0.1,0,0.059
1187,green lettuce,23,0.2,4.3,1.2,2,2,0,0.05
1188,kohlrabi cooked,48,0.2,11,4.6,3,1.8,0,0.035
1189,kanpyo dried,139,0.3,35.1,0,4.6,5.3,0,0.056
1190,prairie turnips boiled,18,0.086,4.2,0.7,0.2,1,0,0.012
1191,broccoli raab cooked,21,0.4,2.7,0.5,3.3,2.4,0,0.077
1192,summer squash cooked,49,1,9.9,6.4,2.7,2.9,0,0.036
1193,taro cooked,187,0.1,45.7,0.6,0.7,6.7,0,0.055
1194,spring onion scallions,6,0.077,1.5,0.5,0.4,0.5,0,0.048
1195,hubbard squash cooked,57,0.7,12.3,5.6,2.8,5.5,0,0.5
1196,jalapeno pepper,4,0.002,0.9,0.6,0.1,0.4,0,0.028
1197,new zealand spinach cooked,22,0.3,3.8,0.5,2.3,2.5,0,0.6
1198,sesbania flower raw,1,0.095,0.2,0,0.012,0,0,0.007
1199,spirulina dried,20,0.5,1.7,0.2,4,0.3,0,0.031
1200,chinese cabbage pe tsai cooked,17,0.2,2.9,0,1.8,2,0,0.3
1201,zucchini cooked,27,0.6,4.8,3.1,2.1,1.8,0,0.077
1202,green olives pickled,4,0.4,0.1,0.051,0.073,0.057,0,0.1
1203,lotus root raw,85,0.1,19.8,0,3,5.6,0,0.06
1204,grape leaves,13,0.3,2.4,0.9,0.8,1.5,0,0.005
1205,dill pickled cucumber,17,0.2,3.7,1.9,0.9,1.6,0,1.3
1206,skunk cabbage,11,0.1,1.8,0,1.5,1.2,0,0.016
1207,banana pepper,9,0.1,1.8,0.6,0.5,1.1,0,0.039
1208,oriental radish raw,61,0.3,13.9,8.5,2,5.4,0,0.014
1209,purslane cooked,21,0.2,4.1,0,1.7,0,0,0.3
1210,rhubarb raw,11,0.1,2.3,0.6,0.5,0.9,0,0.058
1211,swamp cabbage,20,0.2,3.6,0,2,1.9,0,0.4
1212,mung bean sprouts raw,6,0.044,1.2,0.8,0.6,0.4,0,0.08
1213,onion cooked,7,0.034,1.5,0.7,0.2,0.2,0,0.04
1214,swiss chard raw,7,0.042,1.3,0.4,0.6,0.6,0,0.089
1215,peas raw,117,0.6,21,8.2,7.9,7.4,0,0.017
1216,cabbage cooked,35,0.019,8.3,4.2,1.9,2.9,0,0.011
1217,taro leaves cooked,35,0.6,5.6,0,3.9,2.9,0,0.3
1218,leeks cooked,38,0.2,9.4,2.6,1,1.2,0,0.067
1219,split peas cooked,227,0.8,40.2,5.7,16.3,16.3,0,0.5
1220,sweet corn yellow,58,0.4,14.2,2.6,4.1,1.5,0,0.05
1221,asparagus raw,2,0.037,0.5,0.2,0.3,0.3,0,0.047
1222,collard cooked,63,1.4,10.7,0,5.1,7.6,0,0.013
1223,swiss chard cooked,35,0.1,7.2,1.9,3.3,3.7,0,0.7
1224,nopales cooked,22,0.003,4.9,1.7,2,3,0,0.087
1225,tahitian taro cooked,60,0.9,9.4,0,5.7,0,0,0.4
1226,chinese cabbage pak choi raw,9,0.1,1.5,0.8,1.1,0.7,0,0.087
1227,green chili pepper,18,0.097,4.3,2.3,0.9,0.7,0,0.023
1228,mountain yam raw,91,0.1,22.2,0.4,1.8,3.4,0,0.021
1229,parsnips cooked,114,0.5,27.2,7.7,2.1,6.4,0,0.021
1230,tomato stewed,97,3.3,16.1,0,2.4,2.1,0,0.6
1231,sweet green peppers cooked,19,0.1,4.5,2.3,0.7,0.9,0,0.2
1232,white corn raw,143,2,31.6,5.3,5.3,4.5,0,0.088
1233,rutabaga raw,286,1.2,66.5,34.4,8.3,17.8,0,0.061
1234,jalapeno peppers canned,37,1.3,6.4,2.9,1.3,3.5,0,2.3
1235,pumpkin canned,83,0.7,19.8,8.1,2.7,7.1,0,0.6
1236,peas onions canned,61,0.5,10.3,0,3.9,2.8,0,0.5
1237,sweet mashed potato canned,258,0.5,59.1,13.9,5,4.3,0,0.2
1238,hominy canned,119,1.5,23.5,3,2.4,4.1,0,0.6
1239,tomato puree canned,95,0.5,22.5,12.1,4.1,4.8,0,0.002
1240,dried tomatoes canned in oil,6,0.4,0.7,0,0.2,0.2,0,0.056
1241,mixed vegetables canned,88,0.6,17.5,0,3.5,9.3,0,0.5
1242,straw mushrooms canned,2,0.09,0.3,0,0.2,0.1,0,0.049
1243,capers canned,2,0.089,0.4,0.011,0.2,0.3,0,0.2
1244,red peppers canned,15,0.058,3.7,2.4,0.7,0.9,0,0.9
1245,carrots canned,104,0.6,24.4,11.2,2.6,8.2,0,0.2
1246,tomatoes in tomato juice canned,41,0.3,9.6,5.7,1.9,2.4,0,0.3
1247,asparagus canned,62,0.7,10.2,4.1,7.4,4.1,0,0.1
1248,sweet red peppers canned,25,0.4,5.5,0,1.1,1.7,0,1.9
1249,onions canned,12,0.084,2.5,1.4,0.5,0.8,0,0.2
1250,turnip greens canned,27,0.4,4,0.6,2,1.9,0,0.082
1251,hearts of palm,9,0.2,1.5,0,0.8,0.8,0,0.1
1252,spinach canned,44,0.9,6.8,0,4.9,3.7,0,0.7
1253,sweet potato canned,568,1.3,133.5,98.3,6.3,16,0,0.3
1254,corn canned,49,0.6,11.1,3.3,1.6,1.4,0,0.2
1255,peas carrots canned,97,0.7,21.6,7.2,5.5,8.4,0,0.7
1256,crookneck squash canned,27,0.1,6.2,2.5,1.3,2.9,0,0.006
1257,tomatoes canned,77,0.7,17.6,10.6,4,4.6,0,0.3
1258,pimento canned,44,0.6,9.8,5.2,2.1,3.6,0,0.006
1259,sweet green peppers canned,25,0.4,5.5,0,1.1,1.7,0,1.9
1260,peas canned,57,0.8,9.5,0,3.5,0,0,0.2
1261,chili peppers canned,29,0.4,6.4,0,1,2.4,0,0.6
1262,green peppers canned,15,0.074,3.7,2.3,0.7,0.9,0,0.9
1263,grape leaves canned,20,0.6,3.3,0,1.2,2.8,0,0.8
1264,sauerkraut canned,27,0.2,6.1,2.5,1.3,4.1,0,0.9
1265,beets canned,69,0.2,16.2,13.2,2,3,0,0.02
1266,stewed tomatoes canned,66,0.5,15.8,9,2.3,2.6,0,0.6
1267,tomato paste canned,215,1.2,49.5,31.9,11.3,10.7,0,2.1
1268,bacon ranch salad mcdonalds,389,20.1,19.4,4.9,28.1,3.2,70.2,0.9
1269,caesar salad with grilled chicken mcdonalds,201,5.6,11.3,4.8,29.1,3.3,71,0.6
1270,caesar salad mcdonalds,94,4.4,9.1,4.4,6.8,3.4,10.7,0.2
1271,vegetable salad,22,0.054,4.4,0,1.7,0,0,0.025
1272,vegetable salad with chicken,70,1.5,2.5,0,11.6,0,47.9,0.1
1273,potato salad,358,20.5,27.9,0,6.7,3.3,170,1.3
1274,taco salad taco bell,906,48.9,80.5,0,35.7,16,101.3,1.9
1275,iceberg lettuce,8,0.045,1.7,1.1,0.5,0.7,0,0.022
1276,cornsalad,12,0.2,2,0,1.1,0,0,0.067
1277,potato salad with egg,393,23.5,40.5,12.4,4.9,3.3,42.5,0.8
1278,side salad mcdonalds,17,0.2,3.7,1.9,0.9,1.4,0,0.037
1279,caesar salad with crispy chicken mcdonalds,349,16.4,19.2,4.5,25.7,3.4,55.6,0.7
1280,grape apple salad with walnuts,191,8.2,25.6,20.3,3.5,3.6,1.6,0.087
1281,vegetable salad with cheese egg,68,3.9,3.2,0,5.8,0,65.1,0.044
1282,celtuce,1,0.088,0.3,0,0.071,0.1,0,0.094
1283,arugula,5,0.1,0.7,0.4,0.5,0.3,0,0.018
1284,vegetable salad with shrimp,71,1.7,4.4,0,9.7,0,119.5,0.3
1285,coleslaw,292,18.9,28.4,23.3,1.8,3.6,7.6,0.4
1286,shiitake mushrooms cooked,10,0.007,2.6,0.7,0.3,0.4,0,0.048
1287,shiitake mushrooms raw,6,0.039,1.3,0.5,0.4,0.5,0,0.096
1288,crimini mushrooms,1,0.018,0.3,0.1,0.2,0.064,0,0.086
1289,mushrooms raw,15,0.2,2.3,1.4,2.2,0.7,0,0.053
1290,portabella mushrooms grilled,35,0.7,5.4,2.7,4,2.7,0,0.047
1291,maitake mushrooms,0,0.017,0.072,0.043,0.016,0.041,0,0.059
1292,shiitake mushrooms dried,11,0.061,2.7,0.046,0.3,0.4,0,0.086
1293,chanterelle mushrooms,2,0.063,0.4,0.076,0.033,0.2,0,0.028
1294,cloud ear fungus dried,80,0.2,20.4,0,2.6,19.6,0,0.036
1295,mushrooms cooked,44,0.7,8.3,3.7,3.4,3.4,0,0.011
1296,pepeao dried,72,0.1,19.4,0,1.2,0,0,0.072
1297,truffles,61,4.1,5.4,4.6,0.7,0.3,6.4,0.034
1298,jews ear,25,0.095,6.7,0,0.5,0,0,0.027
1299,enoki mushrooms,1,0.099,0.2,0.034,0.062,0.089,0,0.084
1300,morel mushrooms,4,0.07,0.7,0.096,0.4,0.4,0,0.08
1301,portabella mushrooms raw,19,0.3,3.3,2.2,1.8,1.1,0,0.014
1302,oyster mushroom,5,0.035,0.9,0.2,0.5,0.3,0,0.098
